ax,ay,az,gx,gy,gz,mx,my,mz
0.00937,0.02213,9.80264,-0.05224,-0.08043,0.05021,22.79592,-5.07303,41.23678
0.00782,0.0225,9.80382,-0.04944,-0.07848,0.04612,22.25358,-4.51128,40.78376
0.00627,0.02287,9.80503,-0.05539,-0.08883,0.04575,21.73743,-4.45018,40.9311
0.00471,0.02324,9.80625,-0.03835,-0.09928,0.0468,22.23914,-5.06181,40.73034
0.00314,0.02359,9.80749,-0.06393,-0.09178,0.04441,22.02642,-5.67719,40.83256
0.00157,0.02393,9.80874,-0.05956,-0.09994,0.04268,21.73495,-4.97884,41.44612
0.0,0.02427,9.81,-0.07276,-0.09787,0.05244,22.10034,-5.02813,40.86479
-0.00157,0.0246,9.81126,-0.05966,-0.0964,0.03652,21.78527,-5.58488,41.38732
-0.00314,0.02492,9.81251,-0.05257,-0.10355,0.05138,22.73459,-5.18692,41.38978
-0.00471,0.02523,9.81375,-0.05816,-0.09831,0.04172,21.83322,-5.11847,40.30527
-0.00627,0.02553,9.81497,-0.05746,-0.09942,0.04945,21.87423,-4.10052,40.50281
-0.00782,0.02582,9.81618,-0.07307,-0.0894,0.05884,21.70227,-4.45124,40.72489
-0.00937,0.02611,9.81736,-0.05177,-0.09595,0.05809,22.5346,-5.19432,41.88071
-0.01091,0.02638,9.81852,-0.0769,-0.10007,0.05587,21.77957,-5.19241,41.03919
-0.01243,0.02664,9.81964,-0.06208,-0.09329,0.04299,22.05907,-4.80877,41.4512
-0.01395,0.0269,9.82072,-0.06425,-0.10991,0.04675,21.81382,-4.60429,40.49737
-0.01545,0.02714,9.82176,-0.06286,-0.10825,0.05285,22.23135,-4.9342,41.15148
-0.01694,0.02738,9.82275,-0.07273,-0.09104,0.04612,22.21936,-4.98243,40.25564
-0.01841,0.02761,9.82369,-0.0754,-0.08281,0.05352,22.03136,-5.03781,40.89943
-0.01986,0.02782,9.82458,-0.06485,-0.09238,0.04124,22.1985,-4.63013,40.71354
-0.02129,0.02803,9.82541,-0.0739,-0.09371,0.04963,21.87384,-5.1586,40.86083
-0.0227,0.02823,9.82618,-0.06904,-0.09422,0.04579,21.59073,-5.327,41.19105
-0.02409,0.02841,9.82689,-0.08596,-0.09641,0.04396,21.81933,-4.99199,41.50291
-0.02545,0.02859,9.82753,-0.07171,-0.10177,0.03827,22.15367,-4.65899,41.18221
-0.02679,0.02876,9.8281,-0.06377,-0.09419,0.03899,21.98652,-4.84254,41.2163
-0.0281,0.02891,9.8286,-0.08118,-0.09972,0.0472,22.38139,-4.69843,41.1939
-0.02939,0.02906,9.82902,-0.07309,-0.10946,0.03974,21.97244,-4.68752,41.11861
-0.03065,0.02919,9.82937,-0.07224,-0.11434,0.0378,22.33597,-5.01039,40.60589
-0.03187,0.02932,9.82965,-0.06981,-0.09685,0.05973,22.375,-4.89599,40.95467
-0.03307,0.02943,9.82984,-0.07708,-0.10055,0.03764,22.27826,-4.91754,40.17359
-0.03423,0.02954,9.82996,-0.08651,-0.1079,0.0496,21.98678,-4.55378,40.52254
-0.03536,0.02963,9.83,-0.09166,-0.08902,0.04127,21.68241,-5.158,40.77205
-0.03645,0.02971,9.82996,-0.07624,-0.08858,0.03647,21.91277,-4.99573,41.02466
-0.03751,0.02979,9.82984,-0.07402,-0.09862,0.04136,21.66643,-5.54741,40.88867
-0.03853,0.02985,9.82965,-0.08292,-0.09066,0.04223,22.69711,-5.02294,40.855
-0.03951,0.0299,9.82937,-0.07995,-0.10962,0.04501,21.38077,-4.79717,41.02
-0.04045,0.02994,9.82902,-0.08233,-0.0984,0.03745,21.73041,-4.53007,41.14838
-0.04135,0.02997,9.8286,-0.09107,-0.09577,0.0457,22.58635,-4.66689,41.12335
-0.04222,0.02999,9.8281,-0.09024,-0.08216,0.043,21.73885,-5.36607,40.74128
-0.04304,0.03,9.82753,-0.09003,-0.09235,0.04792,22.34532,-4.95411,41.24945
-0.04382,0.03,9.82689,-0.06443,-0.0909,0.05121,21.54681,-5.22254,40.77467
-0.04455,0.02999,9.82618,-0.1144,-0.09925,0.05,21.8394,-4.94137,40.74378
-0.04524,0.02996,9.82541,-0.09315,-0.09712,0.0369,22.35221,-5.57563,41.09667
-0.04589,0.02993,9.82458,-0.09373,-0.08505,0.04652,21.37475,-5.72672,40.69959
-0.04649,0.02988,9.82369,-0.09441,-0.10179,0.0427,22.20208,-5.4098,40.45984
-0.04704,0.02983,9.82275,-0.08742,-0.10347,0.04187,21.80745,-5.05196,41.44595
-0.04755,0.02976,9.82176,-0.10672,-0.11206,0.04542,22.47022,-5.06169,40.62119
-0.04801,0.02969,9.82072,-0.11102,-0.09713,0.0358,22.65267,-4.29752,41.06789
-0.04843,0.0296,9.81964,-0.08667,-0.10085,0.04759,21.99908,-4.98099,41.40812
-0.0488,0.0295,9.81852,-0.08576,-0.07828,0.03352,21.83333,-5.27117,41.25253
-0.04911,0.0294,9.81736,-0.09744,-0.09347,0.03568,21.9717,-4.3109,41.49151
-0.04938,0.02928,9.81618,-0.11176,-0.09575,0.04549,21.85198,-5.33071,41.1986
-0.04961,0.02915,9.81497,-0.09242,-0.09376,0.04039,22.69935,-5.27415,40.8512
-0.04978,0.02901,9.81375,-0.08872,-0.09185,0.0341,22.38919,-5.43744,41.00192
-0.0499,0.02886,9.81251,-0.09737,-0.10612,0.04648,21.29588,-5.21923,40.72917
-0.04998,0.0287,9.81126,-0.08596,-0.08341,0.04451,22.41859,-5.66737,41.04908
-0.05,0.02853,9.81,-0.10894,-0.10252,0.04167,22.02839,-4.58727,40.40641
-0.04998,0.02835,9.80874,-0.10384,-0.11342,0.03207,22.30173,-4.94527,41.46698
-0.0499,0.02816,9.80749,-0.084,-0.09777,0.03523,22.29754,-5.20748,40.64017
-0.04978,0.02796,9.80625,-0.10771,-0.09707,0.04622,22.01578,-4.63267,41.0274
-0.04961,0.02775,9.80503,-0.1008,-0.0709,0.0488,22.05907,-5.24966,40.51729
-0.04938,0.02753,9.80382,-0.09284,-0.10048,0.04184,22.09691,-4.86912,41.34267
-0.04911,0.0273,9.80264,-0.09402,-0.10496,0.03546,22.17494,-5.32155,41.2155
-0.0488,0.02706,9.80148,-0.09031,-0.09796,0.03521,21.4671,-5.33719,40.51222
-0.04843,0.02682,9.80036,-0.09746,-0.10173,0.03432,22.26178,-4.9612,41.01428
-0.04801,0.02656,9.79928,-0.0924,-0.08672,0.03071,22.212,-5.54268,40.76168
-0.04755,0.02629,9.79824,-0.08811,-0.08995,0.04185,22.05463,-4.57611,40.53776
-0.04704,0.02601,9.79725,-0.10151,-0.09615,0.0485,22.30796,-4.68847,40.7716
-0.04649,0.02573,9.79631,-0.07617,-0.09165,0.03309,22.70361,-5.42807,40.73939
-0.04589,0.02543,9.79542,-0.10121,-0.10592,0.04055,22.08303,-4.96595,41.56814
-0.04524,0.02513,9.79459,-0.11539,-0.08219,0.03359,22.43865,-4.42844,41.69047
-0.04455,0.02481,9.79382,-0.10112,-0.10721,0.03915,21.98399,-5.52885,41.22066
-0.04382,0.02449,9.79311,-0.10859,-0.08088,0.04212,21.9156,-4.98915,40.92723
-0.04304,0.02416,9.79247,-0.10407,-0.06402,0.03241,22.0166,-4.70256,40.8847
-0.04222,0.02382,9.7919,-0.1059,-0.108,0.04284,22.2136,-4.85902,40.54736
-0.04135,0.02347,9.7914,-0.09468,-0.09155,0.03497,21.58698,-5.017,40.73875
-0.04045,0.02312,9.79098,-0.099,-0.09345,0.03476,22.26461,-5.01982,41.15873
-0.03951,0.02275,9.79063,-0.09569,-0.08368,0.03141,21.89641,-4.7234,41.04606
-0.03853,0.02238,9.79035,-0.08867,-0.08598,0.03379,22.26415,-5.07725,41.28698
-0.03751,0.022,9.79016,-0.08143,-0.08218,0.04724,21.53453,-5.16451,40.9201
-0.03645,0.02161,9.79004,-0.104,-0.08902,0.03374,22.33183,-4.70457,41.12404
-0.03536,0.02121,9.79,-0.11012,-0.08691,0.03873,22.10617,-4.991,41.4201
-0.03423,0.02081,9.79004,-0.10548,-0.09569,0.03847,22.15924,-4.74422,40.9148
-0.03307,0.0204,9.79016,-0.11312,-0.10403,0.03274,22.23773,-4.76232,40.45523
-0.03187,0.01998,9.79035,-0.09459,-0.09214,0.02947,22.65723,-4.92081,41.24822
-0.03065,0.01956,9.79063,-0.0742,-0.09669,0.03247,22.4467,-5.3923,41.02219
-0.02939,0.01912,9.79098,-0.09934,-0.08078,0.03625,21.72605,-4.70833,41.25354
-0.0281,0.01868,9.7914,-0.11023,-0.09696,0.03137,21.6552,-4.6806,40.90285
-0.02679,0.01824,9.7919,-0.10239,-0.10004,0.03179,22.44549,-4.77551,40.51478
-0.02545,0.01779,9.79247,-0.10939,-0.08289,0.03104,21.83403,-5.25815,40.60068
-0.02409,0.01733,9.79311,-0.09841,-0.09262,0.039,21.97999,-5.28955,41.20814
-0.0227,0.01686,9.79382,-0.08575,-0.09573,0.02455,21.85631,-5.40497,41.49249
-0.02129,0.01639,9.79459,-0.11292,-0.09121,0.0402,22.26136,-5.1541,40.76508
-0.01986,0.01592,9.79542,-0.10068,-0.08988,0.04007,21.9536,-5.40499,41.29573
-0.01841,0.01543,9.79631,-0.0883,-0.08929,0.03621,22.01537,-5.36204,40.97568
-0.01694,0.01495,9.79725,-0.1099,-0.09289,0.02742,22.09985,-4.94405,40.6041
-0.01545,0.01445,9.79824,-0.10743,-0.0861,0.03419,22.02167,-5.66204,41.38607
-0.01395,0.01395,9.79928,-0.08026,-0.06975,0.03435,22.2016,-5.19626,41.05657
-0.01243,0.01345,9.80036,-0.10903,-0.08388,0.02424,22.17556,-5.10637,41.23012
-0.01091,0.01294,9.80148,-0.09563,-0.0892,0.03536,21.64798,-5.07946,40.83874
-0.00937,0.01243,9.80264,-0.08972,-0.08485,0.03224,22.15764,-5.70383,40.7221
-0.00782,0.01191,9.80382,-0.0957,-0.07346,0.03351,22.39323,-5.06649,41.0302
-0.00627,0.01139,9.80503,-0.10154,-0.08742,0.02624,21.83702,-5.05714,40.80453
-0.00471,0.01087,9.80625,-0.09594,-0.10072,0.03229,22.05324,-4.86613,40.86095
-0.00314,0.01034,9.80749,-0.10093,-0.07217,0.02912,22.59596,-5.42184,40.92579
-0.00157,0.00981,9.80874,-0.10676,-0.08932,0.02569,21.85578,-4.76515,40.65683
-0.0,0.00927,9.81,-0.08901,-0.09531,0.02736,22.39594,-4.86139,41.08168
0.00157,0.00873,9.81126,-0.08841,-0.07458,0.03227,22.4211,-5.31154,40.97878
0.00314,0.00819,9.81251,-0.08793,-0.07228,0.03167,22.39196,-5.1503,40.59508
0.00471,0.00764,9.81375,-0.08115,-0.07922,0.02588,22.01073,-5.12968,41.30186
0.00627,0.00709,9.81497,-0.08453,-0.07551,0.03107,22.00978,-4.69205,40.291
0.00782,0.00654,9.81618,-0.10466,-0.07844,0.02604,21.71485,-4.81401,40.70648
0.00937,0.00599,9.81736,-0.09033,-0.07621,0.02813,21.75124,-5.05795,41.36808
0.01091,0.00544,9.81852,-0.08659,-0.06722,0.02718,21.48932,-5.13994,40.9548
0.01243,0.00488,9.81964,-0.07851,-0.06488,0.02944,21.74304,-4.96147,40.92148
0.01395,0.00432,9.82072,-0.09345,-0.08797,0.02938,21.99105,-4.75869,40.56151
0.01545,0.00376,9.82176,-0.10175,-0.03855,0.02239,22.08627,-4.86867,40.70534
0.01694,0.0032,9.82275,-0.07266,-0.07504,0.02727,22.54552,-5.23731,40.85371
0.01841,0.00264,9.82369,-0.09284,-0.08748,0.02764,22.14192,-4.945,41.19675
0.01986,0.00207,9.82458,-0.08016,-0.06972,0.02478,22.36612,-5.209,41.41891
0.02129,0.00151,9.82541,-0.09016,-0.06482,0.03485,21.32056,-5.05768,40.87882
0.0227,0.00094,9.82618,-0.07056,-0.07588,0.0391,21.54163,-4.89515,40.88411
0.02409,0.00038,9.82689,-0.08197,-0.07681,0.02293,21.45315,-4.96755,40.55062
0.02545,-0.00019,9.82753,-0.09949,-0.06962,0.0243,22.30813,-5.40594,41.1263
0.02679,-0.00075,9.8281,-0.08253,-0.07284,0.02062,21.97627,-4.7348,40.88787
0.0281,-0.00132,9.8286,-0.07663,-0.07188,0.03299,22.00804,-5.05266,40.51675
0.02939,-0.00188,9.82902,-0.0987,-0.06464,0.02295,22.08438,-5.20539,40.95487
0.03065,-0.00245,9.82937,-0.08999,-0.06481,0.02272,22.5594,-5.20642,41.33564
0.03187,-0.00301,9.82965,-0.0936,-0.07172,0.01933,22.37789,-4.8689,41.04115
0.03307,-0.00357,9.82984,-0.08001,-0.07721,0.03027,22.41686,-5.01029,41.00398
0.03423,-0.00413,9.82996,-0.07514,-0.06741,0.02198,21.85216,-5.10377,40.85718
0.03536,-0.00469,9.83,-0.0736,-0.06823,0.02056,21.81195,-5.44985,41.46805
0.03645,-0.00525,9.82996,-0.07507,-0.05556,0.01977,22.43716,-4.95644,41.43579
0.03751,-0.00581,9.82984,-0.07953,-0.06395,0.0195,22.02325,-4.9325,41.44781
0.03853,-0.00636,9.82965,-0.06323,-0.06187,0.02795,21.1847,-5.14109,41.07491
0.03951,-0.00691,9.82937,-0.06898,-0.0578,0.02129,21.86155,-5.23993,41.57059
0.04045,-0.00746,9.82902,-0.06583,-0.04821,0.02134,21.83966,-4.83359,40.99261
0.04135,-0.00801,9.8286,-0.07753,-0.06079,0.01784,21.73858,-5.07272,40.58437
0.04222,-0.00855,9.8281,-0.06944,-0.0514,0.01687,21.45177,-4.88193,41.07153
0.04304,-0.00909,9.82753,-0.07439,-0.07238,0.01084,22.51347,-5.06492,41.15132
0.04382,-0.00963,9.82689,-0.07446,-0.05413,0.01375,21.86629,-5.40661,40.67385
0.04455,-0.01016,9.82618,-0.07999,-0.07557,0.01755,21.78673,-5.35586,40.96015
0.04524,-0.01069,9.82541,-0.07214,-0.0651,0.02963,22.21546,-4.6635,40.90149
0.04589,-0.01122,9.82458,-0.06222,-0.04829,0.01419,21.79534,-4.12543,40.87663
0.04649,-0.01174,9.82369,-0.0654,-0.05731,0.02315,21.70162,-5.30159,41.3403
0.04704,-0.01226,9.82275,-0.06738,-0.07915,0.01882,21.94541,-4.7868,41.09632
0.04755,-0.01277,9.82176,-0.06503,-0.05271,0.01986,21.65421,-5.24447,40.74431
0.04801,-0.01328,9.82072,-0.08094,-0.0449,0.0235,22.1842,-5.18037,40.83886
0.04843,-0.01379,9.81964,-0.071,-0.04085,0.02045,22.52167,-5.29087,40.93231
0.0488,-0.01429,9.81852,-0.07827,-0.06535,0.01675,21.89929,-5.15385,40.53958
0.04911,-0.01478,9.81736,-0.06274,-0.0532,0.02181,22.16515,-5.39352,41.11871
0.04938,-0.01527,9.81618,-0.06973,-0.03422,0.01679,21.84895,-5.12196,40.54973
0.04961,-0.01576,9.81497,-0.05002,-0.02753,0.00799,21.92446,-5.03312,40.82172
0.04978,-0.01623,9.81375,-0.04961,-0.03543,0.01512,22.62138,-4.99017,40.92743
0.0499,-0.01671,9.81251,-0.05799,-0.05453,0.02331,22.18499,-5.10648,40.94434
0.04998,-0.01717,9.81126,-0.06887,-0.04361,0.00928,22.00095,-5.15516,41.17012
0.05,-0.01763,9.81,-0.04835,-0.03753,0.01484,21.78711,-5.0899,40.99501
0.04998,-0.01809,9.80874,-0.05288,-0.05024,0.01032,22.05203,-4.59236,41.5617
0.0499,-0.01854,9.80749,-0.04879,-0.05361,0.0219,21.7463,-5.23117,41.12828
0.04978,-0.01898,9.80625,-0.06949,-0.03485,0.01428,22.11974,-5.24703,41.25393
0.04961,-0.01941,9.80503,-0.04951,-0.04564,0.01898,21.20191,-4.89131,40.96774
0.04938,-0.01984,9.80382,-0.06153,-0.03938,0.01645,21.77891,-5.03586,40.98757
0.04911,-0.02026,9.80264,-0.04859,-0.02802,0.01133,22.39508,-5.39127,41.09023
0.0488,-0.02067,9.80148,-0.06864,-0.03871,0.01696,22.60689,-4.98519,40.77551
0.04843,-0.02108,9.80036,-0.0401,-0.03815,0.01353,22.27511,-4.67217,40.48036
0.04801,-0.02148,9.79928,-0.04876,-0.03785,0.00739,21.51283,-5.02005,40.86088
0.04755,-0.02187,9.79824,-0.05542,-0.03819,0.01068,22.00528,-4.52696,40.99096
0.04704,-0.02225,9.79725,-0.02827,-0.02349,0.01697,21.78145,-5.08803,40.72408
0.04649,-0.02263,9.79631,-0.0418,-0.03572,0.01403,22.09076,-4.94965,40.89293
0.04589,-0.02299,9.79542,-0.05457,-0.03859,0.0151,21.95084,-5.01801,41.26034
0.04524,-0.02335,9.79459,-0.03884,-0.04803,0.01081,21.73861,-5.01625,41.11708
0.04455,-0.0237,9.79382,-0.03748,-0.01575,0.0084,21.91152,-4.82779,41.2886
0.04382,-0.02405,9.79311,-0.05175,-0.02463,0.01393,21.95489,-5.08433,41.21979
0.04304,-0.02438,9.79247,-0.03602,-0.0266,0.00663,21.48331,-5.0282,40.91867
0.04222,-0.02471,9.7919,-0.03456,-0.03735,0.01316,22.12288,-5.22204,41.28351
0.04135,-0.02502,9.7914,-0.04141,-0.03577,0.01093,21.99559,-5.27152,41.18604
0.04045,-0.02533,9.79098,-0.0369,-0.03548,0.0006,22.12793,-4.97029,41.03581
0.03951,-0.02563,9.79063,-0.02187,-0.0519,0.01541,22.40914,-5.29402,41.3044
0.03853,-0.02592,9.79035,-0.04258,-0.03651,0.00824,22.5483,-4.8915,41.01496
0.03751,-0.0262,9.79016,-0.02443,-0.0314,0.01593,22.47119,-4.87124,40.76352
0.03645,-0.02647,9.79004,-0.02137,-0.02131,0.01135,22.34097,-4.86907,40.72924
0.03536,-0.02673,9.79,-0.016,-0.02055,0.00944,22.18453,-4.90648,41.22438
0.03423,-0.02698,9.79004,-0.02773,-0.0242,0.00476,21.8466,-5.08645,41.29683
0.03307,-0.02722,9.79016,-0.03187,-0.02262,0.0067,22.16016,-4.80531,41.59233
0.03187,-0.02746,9.79035,-0.04123,-0.02287,0.00975,21.49446,-4.4776,40.96517
0.03065,-0.02768,9.79063,-0.03402,-0.00996,-0.00441,22.06367,-5.29745,40.99553
0.02939,-0.02789,9.79098,-0.02113,-0.01081,0.00832,22.62592,-4.98141,40.89742
0.0281,-0.0281,9.7914,-0.01139,-0.01846,0.00805,20.81882,-4.86403,40.97757
0.02679,-0.02829,9.7919,-0.02678,-0.02345,0.01016,21.3875,-4.05525,41.34624
0.02545,-0.02847,9.79247,-0.0175,0.00305,0.0067,21.73151,-4.69188,40.50919
0.02409,-0.02865,9.79311,-0.01397,-0.00304,0.00769,21.56464,-4.93846,40.96307
0.0227,-0.02881,9.79382,-0.02616,-0.03721,-0.00122,21.84978,-4.66233,41.82595
0.02129,-0.02896,9.79459,-0.00893,-0.02104,0.00229,22.32466,-4.81586,41.11728
0.01986,-0.0291,9.79542,-0.01388,-0.00023,0.01526,22.00288,-4.95237,41.15133
0.01841,-0.02924,9.79631,-0.01964,-0.03321,0.00623,21.77993,-4.60502,41.05473
0.01694,-0.02936,9.79725,0.0012,-0.01892,0.00911,21.51051,-4.7187,40.92883
0.01545,-0.02947,9.79824,-0.00316,-0.01299,0.00655,22.15079,-4.88505,41.1328
0.01395,-0.02957,9.79928,0.00552,-0.01409,0.00984,21.89376,-4.63792,41.70192
0.01243,-0.02966,9.80036,-0.01802,-0.02909,0.00333,21.79249,-5.15794,40.90122
0.01091,-0.02974,9.80148,-0.01412,0.00772,0.00783,22.34773,-4.30636,40.76877
0.00937,-0.02981,9.80264,-0.0325,0.01458,0.00314,21.98329,-5.54087,40.59449
0.00782,-0.02987,9.80382,0.00064,-0.00614,-0.00919,21.71786,-4.68526,41.3836
0.00627,-0.02991,9.80503,-0.00288,0.02457,0.00639,22.54308,-4.60001,41.24937
0.00471,-0.02995,9.80625,-0.01716,-0.01883,-0.00276,22.07751,-4.99968,41.11241
0.00314,-0.02998,9.80749,-0.00271,0.00289,0.00557,22.00238,-5.0864,40.21361
0.00157,-0.02999,9.80874,0.00747,-0.00868,-0.00423,22.26031,-4.72447,41.20399
